provinceID,year,week,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
24,2000,01,0.09,0.34,6.40,21.94,32.35,20.10,10.29,5.34,2.43,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,02,0.04,0.04,1.20,9.56,29.19,29.71,15.07,7.94,4.57,2.09,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,03,0.04,0.09,0.26,3.07,16.56,32.78,23.09,12.97,6.87,3.33,0.77,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,04,0.00,0.00,0.17,1.32,11.14,27.66,26.89,17.54,9.86,3.50,1.58,0.21,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,05,0.00,0.00,0.00,1.20,8.41,21.04,25.10,19.89,13.23,6.57,3.20,1.24,0.04,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,06,0.00,0.00,0.00,0.90,9.13,19.59,24.84,18.31,13.62,8.19,4.14,1.20,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,07,0.00,0.00,0.00,1.96,12.16,23.18,22.54,18.78,10.71,6.19,3.12,1.32,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,08,0.00,0.00,0.00,0.68,8.28,23.56,24.54,19.89,12.51,4.99,3.46,1.71,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,09,0.00,0.00,0.00,0.00,1.24,13.06,27.10,25.95,16.18,9.05,3.80,2.30,1.24,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,10,0.00,0.00,0.00,0.00,0.60,7.08,25.05,28.94,21.60,10.03,4.48,1.37,0.77,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,11,0.00,0.00,0.00,0.00,0.77,7.98,24.75,31.41,21.90,9.05,3.20,0.68,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,12,0.00,0.00,0.00,0.04,0.77,7.43,19.72,26.25,25.78,13.74,4.91,1.28,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,13,0.00,0.00,0.00,0.09,1.20,6.79,18.27,22.28,24.93,17.20,7.21,1.62,0.38,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,14,0.00,0.00,0.00,0.26,1.79,5.55,14.98,20.19,24.75,18.86,10.24,2.99,0.26,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,15,0.00,0.00,0.13,0.68,2.22,3.88,8.96,16.05,22.11,21.77,14.72,7.04,1.92,0.47,0.04,0.00,0.00,0.00,0.00,0.00,0.00
24,2000,16,0.00,0.00,0.09,0.55,1.15,3.12,5.46,10.76,16.35,21.38,17.76,12.85,7.00,2.43,0.81,0.26,0.04,0.00,0.00,0.00,0.00
24,2000,17,0.00,0.00,0.00,0.21,0.77,1.75,3.29,6.53,10.76,15.71,18.74,17.50,11.78,7.98,3.29,1.37,0.30,0.04,0.00,0.00,0.00
24,2000,18,0.00,0.00,0.00,0.00,0.13,0.73,0.81,2.82,4.99,8.58,13.57,17.07,17.24,14.94,10.12,5.55,2.22,1.07,0.17,0.00,0.00
24,2000,19,0.00,0.00,0.00,0.00,0.09,0.43,0.68,1.20,3.41,6.91,10.63,15.92,16.69,17.03,12.76,8.62,3.84,1.20,0.55,0.04,0.00
24,2000,20,0.00,0.00,0.00,0.04,0.09,0.47,0.43,1.49,2.82,6.66,11.44,14.38,16.73,16.65,13.27,9.65,4.10,1.54,0.21,0.04,0.00
24,2000,21,0.00,0.00,0.04,0.00,0.09,0.34,0.81,2.01,4.31,7.26,11.44,15.32,18.86,16.18,11.18,7.94,3.24,0.81,0.17,0.00,0.00
24,2000,22,0.00,0.00,0.00,0.04,0.09,0.55,1.45,3.24,6.10,10.12,14.34,18.61,18.52,13.74,7.85,4.01,0.98,0.30,0.04,0.00,0.00
24,2000,23,0.00,0.00,0.00,0.04,0.13,0.73,1.62,4.14,8.41,11.91,16.35,19.80,17.33,11.48,5.38,2.26,0.30,0.09,0.04,0.00,0.00
24,2000,24,0.00,0.00,0.04,0.00,0.26,0.68,1.84,4.35,9.09,13.79,17.41,19.04,15.36,11.10,4.87,1.84,0.30,0.04,0.00,0.00,0.00
24,2000,25,0.00,0.00,0.00,0.09,0.34,0.77,2.30,4.23,9.82,13.36,17.11,19.21,15.19,10.76,4.31,2.01,0.51,0.00,0.00,0.00,0.00
24,2000,26,0.00,0.00,0.00,0.09,0.90,0.90,2.39,5.16,8.92,12.97,16.99,19.59,15.49,9.43,5.04,1.71,0.43,0.00,0.00,0.00,0.00
24,2000,27,0.00,0.00,0.04,0.09,0.68,1.58,2.82,5.21,8.49,12.12,14.98,17.76,15.96,10.93,6.19,2.26,0.85,0.04,0.00,0.00,0.00
24,2000,28,0.00,0.00,0.00,0.09,0.85,2.05,3.50,4.35,7.34,9.73,14.34,17.46,15.71,11.44,8.07,3.46,1.32,0.30,0.00,0.00,0.00
24,2000,29,0.00,0.00,0.00,0.04,0.43,1.37,3.24,4.05,5.89,9.09,13.79,16.94,15.79,12.72,8.79,4.91,1.92,0.94,0.04,0.04,0.00
24,2000,30,0.00,0.00,0.00,0.00,0.26,1.11,3.16,3.80,6.83,9.65,14.47,16.39,15.62,12.33,8.15,4.99,2.13,0.90,0.17,0.04,0.00
24,2000,31,0.00,0.00,0.00,0.04,0.26,0.94,2.90,4.23,7.38,11.52,14.55,16.43,15.58,10.76,8.37,3.88,1.84,1.20,0.09,0.00,0.04
24,2000,32,0.00,0.00,0.00,0.13,0.09,1.11,2.56,5.76,7.73,12.42,14.90,15.58,15.15,11.74,6.62,3.63,1.92,0.55,0.09,0.00,0.04
24,2000,33,0.00,0.00,0.00,0.13,0.51,1.45,3.84,6.27,8.54,14.17,15.07,14.60,14.34,9.56,6.19,3.54,1.07,0.55,0.13,0.00,0.04
24,2000,34,0.00,0.00,0.00,0.09,0.17,1.49,3.67,6.19,9.30,13.32,15.54,16.22,13.49,8.71,6.87,3.03,1.32,0.47,0.04,0.00,0.09
24,2000,35,0.00,0.00,0.04,0.00,0.04,0.77,2.26,5.59,9.35,11.91,16.35,17.84,14.47,11.27,5.76,2.82,1.02,0.21,0.17,0.09,0.04
