provinceID,year,week,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
20,2000,01,0.00,0.00,0.00,0.00,0.00,2.50,5.00,20.00,32.50,20.00,7.50,7.50,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,02,0.00,0.00,0.00,0.00,0.00,2.50,15.00,17.50,17.50,32.50,7.50,5.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,03,0.00,0.00,0.00,0.00,0.00,12.50,12.50,27.50,20.00,15.00,7.50,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,04,0.00,0.00,0.00,0.00,2.50,10.00,17.50,25.00,15.00,17.50,5.00,2.50,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,05,0.00,0.00,0.00,0.00,2.50,2.50,22.50,22.50,20.00,7.50,12.50,7.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,06,0.00,0.00,0.00,0.00,0.00,10.00,20.00,12.50,27.50,10.00,7.50,7.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,07,0.00,0.00,0.00,0.00,0.00,12.50,12.50,20.00,17.50,15.00,12.50,5.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,08,0.00,0.00,0.00,0.00,0.00,12.50,10.00,15.00,15.00,20.00,10.00,12.50,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
20,2000,09,0.00,0.00,0.00,0.00,2.50,5.00,5.00,15.00,12.50,12.50,27.50,12.50,2.50,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00
20,2000,10,0.00,0.00,0.00,0.00,2.50,7.50,7.50,7.50,7.50,15.00,12.50,17.50,12.50,5.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00
20,2000,11,0.00,0.00,0.00,0.00,0.00,10.00,7.50,7.50,5.00,15.00,12.50,7.50,22.50,2.50,5.00,2.50,0.00,2.50,0.00,0.00,0.00
20,2000,12,0.00,0.00,0.00,0.00,0.00,5.00,10.00,10.00,5.00,10.00,15.00,2.50,15.00,15.00,5.00,5.00,2.50,0.00,0.00,0.00,0.00
20,2000,13,0.00,0.00,0.00,0.00,0.00,5.00,10.00,7.50,7.50,10.00,10.00,5.00,2.50,25.00,5.00,10.00,0.00,2.50,0.00,0.00,0.00
20,2000,14,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,15.00,5.00,5.00,10.00,7.50,7.50,20.00,7.50,0.00,2.50,0.00,0.00,0.00
20,2000,15,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.50,22.50,5.00,7.50,7.50,7.50,7.50,12.50,12.50,2.50,2.50,0.00,0.00,0.00
20,2000,16,0.00,0.00,0.00,0.00,0.00,0.00,2.50,5.00,15.00,15.00,10.00,5.00,10.00,2.50,12.50,12.50,7.50,2.50,0.00,0.00,0.00
20,2000,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,12.50,10.00,15.00,5.00,7.50,7.50,7.50,7.50,7.50,15.00,2.50,0.00,0.00
20,2000,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,10.00,10.00,12.50,7.50,12.50,2.50,7.50,2.50,17.50,15.00,0.00,0.00
20,2000,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,7.50,10.00,7.50,10.00,12.50,10.00,0.00,12.50,5.00,17.50,2.50,2.50
20,2000,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,10.00,7.50,7.50,2.50,20.00,7.50,10.00,5.00,15.00,7.50,2.50,2.50
20,2000,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,15.00,5.00,10.00,2.50,17.50,10.00,10.00,15.00,2.50,5.00,5.00,0.00
20,2000,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,17.50,2.50,12.50,7.50,10.00,12.50,20.00,2.50,0.00,10.00,0.00,0.00
20,2000,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,17.50,7.50,12.50,5.00,12.50,12.50,12.50,5.00,2.50,7.50,0.00,0.00
20,2000,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,20.00,10.00,7.50,12.50,12.50,5.00,12.50,5.00,5.00,5.00,2.50,0.00
20,2000,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.00,10.00,17.50,15.00,5.00,5.00,15.00,0.00,10.00,0.00,2.50,0.00
20,2000,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,10.00,15.00,17.50,12.50,7.50,5.00,12.50,2.50,7.50,0.00,2.50,0.00
