provinceID,year,week,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
27,2000,01,0.00,0.07,2.17,11.92,26.06,26.71,18.70,8.84,3.59,1.20,0.51,0.18,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,02,0.00,0.04,0.47,5.76,17.43,26.39,22.91,14.53,6.74,3.70,1.20,0.58,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,03,0.00,0.00,0.65,3.52,12.11,23.31,23.85,18.01,9.39,4.93,2.36,1.30,0.54,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,04,0.00,0.00,0.22,1.52,6.20,14.03,23.12,23.27,15.80,7.72,4.20,2.39,1.01,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,05,0.00,0.00,0.04,0.47,2.90,9.57,18.63,26.53,20.26,10.51,6.45,2.75,1.41,0.40,0.07,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,06,0.00,0.00,0.00,0.11,0.58,5.65,18.59,27.08,24.39,12.47,6.96,2.94,0.98,0.18,0.04,0.04,0.00,0.00,0.00,0.00,0.00
27,2000,07,0.00,0.00,0.00,0.11,0.62,6.52,19.83,28.71,24.94,11.42,5.26,1.85,0.62,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,08,0.00,0.00,0.00,0.07,0.58,5.22,18.85,29.00,25.99,12.76,5.29,1.56,0.54,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,09,0.00,0.00,0.00,0.00,0.22,2.28,9.31,25.84,28.89,19.64,9.60,3.19,0.87,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,10,0.00,0.00,0.00,0.00,0.14,1.23,4.60,17.11,28.85,25.95,13.63,6.49,1.63,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,11,0.00,0.00,0.00,0.00,0.18,0.94,3.99,14.68,28.63,27.62,16.02,6.20,1.49,0.22,0.04,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,12,0.00,0.00,0.00,0.00,0.14,0.33,2.50,8.81,21.64,30.81,21.13,10.55,3.37,0.54,0.18,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,13,0.00,0.00,0.00,0.00,0.11,0.22,1.81,6.78,16.64,28.09,26.13,13.81,4.71,1.52,0.18,0.00,0.00,0.00,0.00,0.00,0.00
27,2000,14,0.00,0.00,0.00,0.00,0.00,0.47,1.34,5.00,13.41,24.10,25.59,17.76,9.28,2.46,0.54,0.04,0.00,0.00,0.00,0.00,0.00
27,2000,15,0.00,0.00,0.00,0.00,0.04,0.11,1.27,2.68,8.66,19.10,25.92,22.76,12.94,4.78,1.34,0.33,0.07,0.00,0.00,0.00,0.00
27,2000,16,0.00,0.00,0.00,0.00,0.00,0.11,0.40,2.32,4.24,12.40,19.03,23.45,18.59,11.85,5.04,2.07,0.33,0.11,0.07,0.00,0.00
27,2000,17,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.76,2.57,6.13,11.45,18.88,20.08,18.16,10.47,6.92,2.94,1.01,0.33,0.07,0.00
27,2000,18,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.36,1.81,3.66,8.26,13.85,17.18,19.06,15.30,10.26,5.55,3.04,1.20,0.29,0.11
27,2000,19,0.00,0.00,0.00,0.00,0.00,0.07,0.14,1.09,2.21,4.46,8.05,14.24,16.64,15.51,15.01,10.33,6.60,3.95,1.16,0.43,0.11
27,2000,20,0.00,0.00,0.00,0.00,0.04,0.14,0.43,1.34,2.94,5.15,10.18,13.99,17.40,16.06,13.77,9.21,5.73,2.43,1.01,0.14,0.04
27,2000,21,0.00,0.00,0.00,0.11,0.00,0.18,1.09,2.79,4.89,9.28,13.16,17.80,16.42,14.53,10.33,6.13,2.14,0.94,0.18,0.04,0.00
27,2000,22,0.00,0.00,0.04,0.14,0.04,0.76,1.92,4.06,8.12,12.50,18.30,18.16,15.80,11.53,5.69,1.88,0.83,0.22,0.00,0.00,0.00
27,2000,23,0.00,0.00,0.00,0.22,0.40,1.45,3.19,6.81,12.03,16.82,19.93,16.67,11.42,6.52,3.19,1.05,0.25,0.00,0.04,0.00,0.00
27,2000,24,0.00,0.04,0.04,0.25,0.94,2.17,5.44,9.31,15.01,18.63,18.34,13.08,8.84,4.24,2.72,0.72,0.18,0.04,0.00,0.00,0.00
27,2000,25,0.00,0.11,0.07,0.33,1.27,3.33,6.56,10.80,14.68,17.62,16.85,12.83,7.07,5.26,2.17,0.98,0.04,0.04,0.00,0.00,0.00
27,2000,26,0.04,0.04,0.18,0.58,1.67,4.71,7.97,12.43,15.33,17.11,15.91,10.95,6.89,3.99,1.41,0.69,0.11,0.00,0.00,0.00,0.00
27,2000,27,0.04,0.07,0.18,0.65,2.54,5.91,8.92,12.43,16.09,17.40,14.79,9.71,6.05,3.30,1.56,0.36,0.00,0.00,0.00,0.00,0.00
27,2000,28,0.00,0.00,0.07,0.51,2.10,4.39,8.84,12.98,16.20,16.49,15.33,11.31,6.49,3.52,1.34,0.43,0.00,0.00,0.00,0.00,0.00
27,2000,29,0.00,0.00,0.00,0.11,0.51,2.50,4.60,9.60,15.62,16.20,17.62,13.92,10.76,5.22,2.39,0.87,0.07,0.00,0.00,0.00,0.00
27,2000,30,0.00,0.00,0.00,0.04,0.25,0.98,3.26,6.02,11.13,15.11,18.38,18.01,13.37,7.97,3.88,1.30,0.29,0.00,0.00,0.00,0.00
27,2000,31,0.00,0.00,0.00,0.00,0.22,1.05,3.08,5.62,11.16,14.93,16.42,16.89,15.44,8.74,4.39,1.70,0.29,0.04,0.04,0.00,0.00
27,2000,32,0.00,0.00,0.00,0.00,0.25,1.09,2.83,6.31,11.02,14.28,15.40,17.94,13.81,9.93,4.64,1.92,0.54,0.04,0.00,0.00,0.00
27,2000,33,0.00,0.00,0.00,0.04,0.40,1.52,4.06,6.78,10.44,13.48,16.42,15.51,13.05,9.82,5.18,2.17,0.87,0.22,0.00,0.04,0.00
27,2000,34,0.00,0.00,0.00,0.07,0.47,1.85,4.57,7.47,10.58,14.32,15.84,15.51,12.07,8.12,5.15,2.72,0.94,0.29,0.04,0.00,0.00
27,2000,35,0.00,0.00,0.00,0.00,0.33,0.91,2.46,4.64,10.04,12.14,16.49,16.13,14.28,10.33,6.78,3.81,1.12,0.51,0.04,0.00,0.00
27,2000,36,0.00,0.00,0.00,0.00,0.07,0.54,1.27,3.37,7.25,9.86,15.55,16.35,15.55,13.08,9.57,5.04,1.85,0.58,0.07,0.00,0.00
