provinceID,year,week,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
13,2000,01,0.00,0.00,0.00,0.14,1.24,5.35,11.60,16.09,20.06,18.96,14.14,8.79,2.82,0.67,0.14,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,02,0.00,0.00,0.00,0.00,0.43,2.63,9.69,14.23,19.29,20.01,16.14,11.65,4.97,0.86,0.10,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,03,0.00,0.00,0.00,0.00,0.29,3.39,11.80,19.58,18.62,17.86,12.46,9.17,5.68,1.10,0.05,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,04,0.00,0.00,0.00,0.00,0.96,6.97,17.96,21.59,20.20,12.46,9.17,6.49,3.39,0.72,0.10,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,05,0.00,0.00,0.00,0.00,1.05,7.07,19.10,22.06,19.10,13.51,8.31,6.06,3.06,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,06,0.00,0.00,0.00,0.00,0.81,7.40,19.58,25.12,18.24,14.04,8.83,3.49,2.34,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,07,0.00,0.00,0.00,0.00,1.05,10.17,22.30,24.98,18.72,13.13,5.83,3.39,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,08,0.00,0.00,0.00,0.05,0.67,11.17,22.40,25.02,20.39,12.08,5.64,2.44,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,09,0.00,0.00,0.00,0.00,0.53,6.26,21.25,25.45,22.54,13.75,7.16,2.77,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,10,0.00,0.00,0.00,0.00,0.43,4.78,17.48,25.31,20.92,16.48,9.12,5.11,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,11,0.00,0.00,0.00,0.10,2.10,12.61,23.30,22.06,18.86,11.94,5.87,2.87,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,12,0.00,0.00,0.05,0.76,6.49,19.96,22.78,20.44,15.43,9.07,3.34,1.34,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,13,0.00,0.00,0.10,1.62,9.50,21.20,24.83,21.68,12.85,5.97,1.38,0.67,0.14,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,14,0.00,0.05,0.33,3.82,12.70,22.64,25.88,20.30,9.50,3.34,1.10,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,15,0.00,0.05,0.19,2.44,9.93,20.53,26.55,20.53,12.46,5.01,1.81,0.43,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,16,0.00,0.05,0.10,0.86,6.21,15.28,22.83,23.88,16.00,9.26,3.72,1.43,0.24,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,2000,17,0.00,0.05,0.10,0.72,2.39,6.83,14.04,21.35,20.25,14.66,10.94,5.16,1.91,0.86,0.43,0.19,0.14,0.00,0.00,0.00,0.00
13,2000,18,0.00,0.05,0.05,0.19,0.76,1.67,4.87,8.79,14.85,17.96,16.43,13.90,9.46,6.16,2.72,0.96,0.57,0.24,0.24,0.05,0.10
13,2000,19,0.00,0.05,0.05,0.19,0.33,1.00,2.34,4.78,9.79,13.42,15.23,15.09,14.28,10.55,6.21,3.96,1.72,0.33,0.29,0.19,0.19
13,2000,20,0.00,0.05,0.10,0.19,0.43,1.34,2.53,4.97,9.07,10.98,14.42,15.90,14.28,11.60,7.21,4.01,1.72,0.62,0.29,0.29,0.00
